PROVIAMO CON IL DIFFUSION_GAMMA



dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.1, gamma: 0.27, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 1.0, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.73'] valid: ['0.68'] test: ['0.0']mean/std train: (np.float64(0.7253148148148149), np.float64(0.0)) mean/std valid: (np.float64(0.675), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))
dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.2, epsilon: 5.0, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9761851851851852), np.float64(0.0)) mean/std valid: (np.float64(0.962), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.2, epsilon: 0.5, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.96'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9623518518518519), np.float64(0.0)) mean/std valid: (np.float64(0.9498333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.1, epsilon: 5.5, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.95'] test: ['0.0']mean/std train: (np.float64(0.9757592592592592), np.float64(0.0)) mean/std valid: (np.float64(0.9546666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.1, epsilon: 5.1, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9758148148148148), np.float64(0.0)) mean/std valid: (np.float64(0.9568333333333333), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.1, epsilon: 5.0, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9743518518518518), np.float64(0.0)) mean/std valid: (np.float64(0.96), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.1, epsilon: 0.5, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.96'] valid: ['0.94'] test: ['0.0']mean/std train: (np.float64(0.9589814814814814), np.float64(0.0)) mean/std valid: (np.float64(0.9386666666666666), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

ALTRI TEST


dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.3, epsilon: 5.0, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9737407407407408), np.float64(0.0)) mean/std valid: (np.float64(0.9596666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.3, epsilon: 4.9, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9767407407407407), np.float64(0.0)) mean/std valid: (np.float64(0.9581666666666667), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.29, epsilon: 5.0, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9765370370370371), np.float64(0.0)) mean/std valid: (np.float64(0.9611666666666666), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.29, epsilon: 4.9, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.97'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9747407407407407), np.float64(0.0)) mean/std valid: (np.float64(0.9601666666666666), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.28, epsilon: 5.0, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.975574074074074), np.float64(0.0)) mean/std valid: (np.float64(0.9575), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))

dataroot: ./acds/benchmarks, resultroot: resultGridSearch/, resultsuffix: trainmatrix, n_hid: 1000, batch: 1000, dt: 0.014, gamma: 0.28, epsilon: 4.9, gamma_range: 1.0, epsilon_range: 1.0, cpu: False, esn: False, ron: True, pron: False, mspron: False, diffusion_gamma: 0.05, inp_scaling: 1.0, rho: 9.0, leaky: 1.0, use_test: False, trials: 1, topology: antisymmetric, sparsity: 0.0, reservoir_scaler: 1.0, train: ['0.98'] valid: ['0.96'] test: ['0.0']mean/std train: (np.float64(0.9752592592592593), np.float64(0.0)) mean/std valid: (np.float64(0.957), np.float64(0.0)) mean/std test: (np.float64(0.0), np.float64(0.0))
